issue,pollster,sponsor,start_date,end_date,sample_size,population,approve,disapprove,url,net,partisan,adj_net,total_weight
economy,AP-NORC,NA,2026-02-05,2026-02-08,1156,A,39,59,https://apnorc.org/wp-content/uploads/2026/02/February-2026-Topline_Immigration.pdf,-20,NA,-13.672724962090527,6.8210995966948555e-6
immigration,AP-NORC,NA,2026-02-05,2026-02-08,1156,A,38,60,https://apnorc.org/wp-content/uploads/2026/02/February-2026-Topline_Immigration.pdf,-22,NA,-15.672724962090527,6.8210995966948555e-6
economy,YouGov,The Economist,2026-02-06,2026-02-09,1730,A,34,57,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,-23,NA,-25.61227487063094,1.4194634321893456e-5
inflation,YouGov,The Economist,2026-02-06,2026-02-09,1730,A,31,59,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,-28,NA,-30.612274870630937,1.4194634321893456e-5
immigration,YouGov,The Economist,2026-02-06,2026-02-09,1730,A,40,53,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,-13,NA,-15.61227487063094,1.4194634321893456e-5
immigration,Morning Consult,NA,2026-02-06,2026-02-09,2200,RV,47,45,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,2,NA,-12.874372688004748,1.0915629865451865e-5
economy,Morning Consult,NA,2026-02-06,2026-02-09,2200,RV,44,48,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,-4,NA,-18.874372688004748,1.0915629865451865e-5
trade_tariffs,Morning Consult,NA,2026-02-06,2026-02-09,2200,RV,44,46,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,-2,NA,-16.874372688004748,1.0915629865451865e-5
foreign_policy,Morning Consult,NA,2026-02-06,2026-02-09,2200,RV,44,46,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,-2,NA,-16.874372688004748,1.0915629865451865e-5
economy,Morris Predictive Insights,UNITE HERE,2026-02-06,2026-02-10,1500,A,39,57,https://morrispredictive.com/assets/surveys/k7Qm3xR9pL/memo.pdf,-18,NA,-15.821688709896215,1.2811582212287124e-5
foreign_policy,Morris Predictive Insights,UNITE HERE,2026-02-06,2026-02-10,1500,A,36,55,https://morrispredictive.com/assets/surveys/k7Qm3xR9pL/memo.pdf,-19,NA,-16.821688709896215,1.2811582212287124e-5
trade_tariffs,Morris Predictive Insights,UNITE HERE,2026-02-06,2026-02-10,1500,A,35,60,https://morrispredictive.com/assets/surveys/k7Qm3xR9pL/memo.pdf,-25,NA,-22.821688709896215,1.2811582212287124e-5
healthcare,Morris Predictive Insights,UNITE HERE,2026-02-06,2026-02-10,1500,A,33,60,https://morrispredictive.com/assets/surveys/k7Qm3xR9pL/memo.pdf,-27,NA,-24.821688709896215,1.2811582212287124e-5
inflation,Morris Predictive Insights,UNITE HERE,2026-02-06,2026-02-10,1500,A,31,65,https://morrispredictive.com/assets/surveys/k7Qm3xR9pL/memo.pdf,-34,NA,-31.82168870989622,1.2811582212287124e-5
immigration,YouGov,Yahoo News,2026-02-09,2026-02-12,1704,A,41,55,https://www.yahoo.com/news/politics/article/poll-trumps-approval-rating-hits-new-low-as-immigration-backlash-grows-and-ice-withdraws-from-minnesota-204723473.html?guccounter=1,-14,NA,-16.61227487063094,1.7871098228969252e-5
economy,YouGov,Yahoo News,2026-02-09,2026-02-12,1704,A,37,57,https://www.scribd.com/document/1000095650/Yahoo-YouGov-Politics-Poll-Feb-2026,-20,NA,-22.61227487063094,1.7871098228969252e-5
economy,Ipsos,Reuters,2026-02-13,2026-02-16,1117,A,34,57,https://www.reuters.com/data/trumps-approval-rating-2025-01-21/,-23,NA,-21.23404897675124,2.3594270322434476e-05
immigration,Ipsos,Reuters,2026-02-13,2026-02-16,1117,A,38,55,https://www.reuters.com/data/trumps-approval-rating-2025-01-21/,-17,NA,-15.23404897675124,2.3594270322434476e-05
crime,YouGov,The Economist,2026-02-13,2026-02-16,1682,A,43,47,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,-4,NA,-6.612274870630941,2.4135859874130512e-5
immigration,YouGov,The Economist,2026-02-13,2026-02-16,1682,A,42,53,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_usZL1Jt.pdf,-11,NA,-13.61227487063094,2.4135859874130512e-5
immigration,Morning Consult,NA,2026-02-13,2026-02-16,2200,RV,47,45,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2,NA,-12.874372688004748,1.9303070779884735e-5
economy,Morning Consult,NA,2026-02-13,2026-02-16,2200,RV,44,48,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-4,NA,-18.874372688004748,1.9303070779884735e-5
trade_tariffs,Morning Consult,NA,2026-02-13,2026-02-16,2200,RV,44,46,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-2,NA,-16.874372688004748,1.9303070779884735e-5
foreign_policy,Morning Consult,NA,2026-02-13,2026-02-16,2200,RV,43,49,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-6,NA,-20.874372688004748,1.9303070779884735e-5
healthcare,Morning Consult,NA,2026-02-13,2026-02-16,2200,RV,39,52,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-13,NA,-27.874372688004748,1.9303070779884735e-5
economy,Ipsos,ABC News | The Washington Post,2026-02-12,2026-02-17,2589,A,41,57,https://www.washingtonpost.com/documents/d1fa84e0-1aef-4fb2-b140-c872ca010279.pdf,-16,NA,-14.23404897675124,3.878638668312697e-5
immigration,Ipsos,ABC News | The Washington Post,2026-02-12,2026-02-17,2589,A,40,58,https://www.washingtonpost.com/documents/d1fa84e0-1aef-4fb2-b140-c872ca010279.pdf,-18,NA,-16.23404897675124,3.878638668312697e-5
trade_tariffs,Ipsos,ABC News | The Washington Post,2026-02-12,2026-02-17,2589,A,34,64,https://www.washingtonpost.com/documents/d1fa84e0-1aef-4fb2-b140-c872ca010279.pdf,-30,NA,-28.234048976751232,3.878638668312697e-5
foreign_policy,Ipsos,ABC News | The Washington Post,2026-02-12,2026-02-17,2589,A,35,62,https://www.washingtonpost.com/documents/d1fa84e0-1aef-4fb2-b140-c872ca010279.pdf,-27,NA,-25.234048976751232,3.878638668312697e-5
inflation,Ipsos,ABC News | The Washington Post,2026-02-12,2026-02-17,2589,A,32,65,https://www.washingtonpost.com/documents/d1fa84e0-1aef-4fb2-b140-c872ca010279.pdf,-33,NA,-31.234048976751232,3.878638668312697e-5
economy,Change Research,NA,2026-02-05,2026-02-18,1741,RV,41,55,https://changeresearch.com/voters-voice-frustration-and-financial-strain/,-14,NA,-18.360026381637944,5.320490536180124e-5
trade_tariffs,Change Research,NA,2026-02-05,2026-02-18,1741,RV,39,55,https://changeresearch.com/voters-voice-frustration-and-financial-strain/,-16,NA,-20.360026381637944,5.320490536180124e-5
inflation,Change Research,NA,2026-02-05,2026-02-18,1741,RV,37,59,https://changeresearch.com/voters-voice-frustration-and-financial-strain/,-22,NA,-26.360026381637944,5.320490536180124e-5
immigration,Change Research,NA,2026-02-05,2026-02-18,1741,RV,45,52,https://changeresearch.com/voters-voice-frustration-and-financial-strain/,-7,NA,-11.360026381637944,5.320490536180124e-5
crime,RMG Research,Napolitan News Service,2026-02-18,2026-02-19,1000,RV,47,49,https://napolitannews.org/posts/trumps-approval-rating-drops-on-almost-every-important-issue,-2,NA,-10.56947401064064,3.267620297765097e-5
immigration,RMG Research,Napolitan News Service,2026-02-18,2026-02-19,1000,RV,44,53,https://napolitannews.org/posts/trumps-approval-rating-drops-on-almost-every-important-issue,-9,NA,-17.56947401064064,3.267620297765097e-5
economy,RMG Research,Napolitan News Service,2026-02-18,2026-02-19,1000,RV,39,59,https://napolitannews.org/posts/trumps-approval-rating-drops-on-almost-every-important-issue,-20,NA,-28.56947401064064,3.267620297765097e-5
healthcare,RMG Research,Napolitan News Service,2026-02-18,2026-02-19,1000,RV,37,58,https://napolitannews.org/posts/trumps-approval-rating-drops-on-almost-every-important-issue,-21,NA,-29.56947401064064,3.267620297765097e-5
inflation,RMG Research,Napolitan News Service,2026-02-18,2026-02-19,1000,RV,35,64,https://napolitannews.org/posts/trumps-approval-rating-drops-on-almost-every-important-issue,-29,NA,-37.56947401064063,3.267620297765097e-5
economy,American Research Group,NA,2026-02-16,2026-02-20,1100,A,35,62,https://americanresearchgroup.com/economy/,-27,NA,-19.08028495951212,3.0514846454617074e-5
economy,Verasight,Strength In Numbers,2026-02-18,2026-02-20,1566,A,37,57,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address,-20,NA,-19.94286641447735,1.3761371060114974e-5
inflation,Verasight,Strength In Numbers,2026-02-18,2026-02-20,1566,A,30,65,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address,-35,NA,-34.942866414477336,1.3761371060114974e-5
trade_tariffs,Verasight,Strength In Numbers,2026-02-18,2026-02-20,1566,A,36,57,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address,-21,NA,-20.94286641447735,1.3761371060114974e-5
foreign_policy,Verasight,Strength In Numbers,2026-02-18,2026-02-20,1566,A,36,56,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address,-20,NA,-19.94286641447735,1.3761371060114974e-5
immigration,Verasight,Strength In Numbers,2026-02-18,2026-02-20,1566,A,41,55,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address,-14,NA,-13.94286641447735,1.3761371060114974e-5
healthcare,Verasight,Strength In Numbers,2026-02-18,2026-02-20,1566,A,33,60,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address,-27,NA,-26.94286641447735,1.3761371060114974e-5
crime,Verasight,Strength In Numbers,2026-02-18,2026-02-20,1566,A,41,53,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address,-12,NA,-11.94286641447735,1.3761371060114974e-5
immigration,Morning Consult,NA,2026-02-20,2026-02-22,2202,RV,47,47,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,0,NA,-14.874372688004748,3.0607208361546794e-5
economy,Morning Consult,NA,2026-02-20,2026-02-22,2202,RV,43,50,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-7,NA,-21.874372688004748,3.0607208361546794e-5
trade_tariffs,Morning Consult,NA,2026-02-20,2026-02-22,2202,RV,43,48,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-5,NA,-19.874372688004748,3.0607208361546794e-5
foreign_policy,Morning Consult,NA,2026-02-20,2026-02-22,2202,RV,43,49,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-6,NA,-20.874372688004748,3.0607208361546794e-5
healthcare,Morning Consult,NA,2026-02-20,2026-02-22,2202,RV,39,52,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-13,NA,-27.874372688004748,3.0607208361546794e-5
economy,Ipsos,Reuters,2026-02-18,2026-02-23,4638,A,36,56,https://www.reuters.com/world/us/most-americans-say-trump-is-growing-erratic-with-age-reutersipsos-poll-finds-2026-02-24/,-20,NA,-18.23404897675124,8.227704202362193e-5
immigration,Ipsos,Reuters,2026-02-18,2026-02-23,4638,A,39,54,https://www.reuters.com/world/us/most-americans-say-trump-is-growing-erratic-with-age-reutersipsos-poll-finds-2026-02-24/,-15,NA,-13.23404897675124,8.227704202362193e-5
crime,Ipsos,Reuters,2026-02-18,2026-02-23,4638,A,40,49,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Large%20Issue%20Topline%20Feb%202026.pdf,-9,NA,-7.2340489767512395,8.227704202362193e-5
foreign_policy,Ipsos,Reuters,2026-02-18,2026-02-23,4638,A,35,53,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Large%20Issue%20Topline%20Feb%202026.pdf,-18,NA,-16.23404897675124,8.227704202362193e-5
inflation,Ipsos,Reuters,2026-02-18,2026-02-23,4638,A,29,62,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Large%20Issue%20Topline%20Feb%202026.pdf,-33,NA,-31.234048976751236,8.227704202362193e-5
healthcare,Ipsos,Reuters,2026-02-18,2026-02-23,4638,A,32,54,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Large%20Issue%20Topline%20Feb%202026.pdf,-22,NA,-20.23404897675124,8.227704202362193e-5
foreign_policy,YouGov,The Economist,2026-02-20,2026-02-23,1551,A,37,53,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mhEVZMR.pdf,-16,NA,-18.61227487063094,4.0611576236334366e-5
trade_tariffs,YouGov,The Economist,2026-02-20,2026-02-23,1551,A,33,60,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mhEVZMR.pdf,-27,NA,-29.61227487063094,4.0611576236334366e-5
iran,YouGov,The Economist,2026-02-20,2026-02-23,1551,A,31,48,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mhEVZMR.pdf,-17,NA,-19.612274870630937,4.0611576236334366e-5
economy,YouGov,CBS News,2026-02-20,2026-02-23,2381,A,39,61,https://www.cbsnews.com/news/trump-state-of-the-union-opinion-poll-economy-iran/,-22,NA,-24.61227487063094,5.031803173158416e-5
inflation,YouGov,CBS News,2026-02-20,2026-02-23,2381,A,34,66,https://www.cbsnews.com/news/trump-state-of-the-union-opinion-poll-economy-iran/,-32,NA,-34.61227487063095,5.031803173158416e-5
immigration,YouGov,CBS News,2026-02-20,2026-02-23,2381,A,42,58,https://www.cbsnews.com/news/trump-state-of-the-union-opinion-poll-economy-iran/,-16,NA,-18.61227487063094,5.031803173158416e-5
economy,Global Strategy Group/GBAO (Navigator Research),NA,2026-02-19,2026-02-23,1000,RV,38,60,https://navigatorresearch.org/wp-content/uploads/2026/02/Navigator-February-1-Topline-F02.23.26.pdf,-22,NA,-23.644360226703498,8.275389299211938e-5
economy,Echelon Insights,NA,2026-02-19,2026-02-23,1002,LV,43,55,https://echeloninsights.com/in-the-news/february-2026-verified-voter-omnibus/,-12,NA,-17.971709166994167,9.193477330404205e-5
immigration,Echelon Insights,NA,2026-02-19,2026-02-23,1002,LV,44,55,https://echeloninsights.com/in-the-news/february-2026-verified-voter-omnibus/,-11,NA,-16.971709166994167,9.193477330404205e-5
foreign_policy,Echelon Insights,NA,2026-02-19,2026-02-23,1002,LV,42,55,https://echeloninsights.com/in-the-news/february-2026-verified-voter-omnibus/,-13,NA,-18.971709166994167,9.193477330404205e-5
trade_tariffs,Echelon Insights,NA,2026-02-19,2026-02-23,1002,LV,37,59,https://echeloninsights.com/in-the-news/february-2026-verified-voter-omnibus/,-22,NA,-27.971709166994167,9.193477330404205e-5
healthcare,Echelon Insights,NA,2026-02-19,2026-02-23,1002,LV,38,56,https://echeloninsights.com/in-the-news/february-2026-verified-voter-omnibus/,-18,NA,-23.971709166994167,9.193477330404205e-5
crime,Harris Insights & Analytics,Harvard CAPS,2026-02-25,2026-02-26,1999,RV,51,42,https://harvardharrispoll.com/key-results-february-2026/,9,NA,-0.01605351280308298,1.1483612170472718e-4
immigration,Harris Insights & Analytics,Harvard CAPS,2026-02-25,2026-02-26,1999,RV,48,46,https://harvardharrispoll.com/key-results-february-2026/,2,NA,-7.016053512803083,1.1483612170472718e-4
foreign_policy,Harris Insights & Analytics,Harvard CAPS,2026-02-25,2026-02-26,1999,RV,45,46,https://harvardharrispoll.com/key-results-february-2026/,-1,NA,-10.016053512803083,1.1483612170472718e-4
economy,Harris Insights & Analytics,Harvard CAPS,2026-02-25,2026-02-26,1999,RV,45,49,https://harvardharrispoll.com/key-results-february-2026/,-4,NA,-13.016053512803083,1.1483612170472718e-4
inflation,Harris Insights & Analytics,Harvard CAPS,2026-02-25,2026-02-26,1999,RV,44,50,https://harvardharrispoll.com/key-results-february-2026/,-6,NA,-15.016053512803083,1.1483612170472718e-4
trade_tariffs,Harris Insights & Analytics,Harvard CAPS,2026-02-25,2026-02-26,1999,RV,43,50,https://harvardharrispoll.com/key-results-february-2026/,-7,NA,-16.016053512803083,1.1483612170472718e-4
economy,YouGov,CBS News,2026-02-25,2026-02-27,2264,A,37,63,https://www.cbsnews.com/news/cbs-news-poll-americans-views-on-iran-prior-to-conflict/,-26,NA,-28.612274870630948,6.956229606497592e-5
inflation,YouGov,CBS News,2026-02-25,2026-02-27,2264,A,34,66,https://www.cbsnews.com/news/cbs-news-poll-americans-views-on-iran-prior-to-conflict/,-32,NA,-34.61227487063095,6.956229606497592e-5
immigration,YouGov,CBS News,2026-02-25,2026-02-27,2264,A,42,58,https://www.cbsnews.com/news/cbs-news-poll-americans-views-on-iran-prior-to-conflict/,-16,NA,-18.61227487063094,6.956229606497592e-5
iran,YouGov,CBS News,2026-02-25,2026-02-27,2264,A,43,57,https://www.cbsnews.com/news/cbs-news-poll-americans-views-on-iran-prior-to-conflict/,-14,NA,-16.61227487063094,6.956229606497592e-5
immigration,John Zogby Strategies,NA,2026-02-25,2026-02-27,1015,LV,49,47,https://johnzogbystrategies.com/presidents-approval-up-3-points-post-state-of-the-union-now-47-approve-50-disapprove-americans-split-even-on-his-iran-policy/,2,NA,-8.455390684504579,8.987005116373467e-5
inflation,John Zogby Strategies,NA,2026-02-25,2026-02-27,1015,LV,43,51,https://johnzogbystrategies.com/presidents-approval-up-3-points-post-state-of-the-union-now-47-approve-50-disapprove-americans-split-even-on-his-iran-policy/,-8,NA,-18.45539068450458,8.987005116373467e-5
crime,John Zogby Strategies,NA,2026-02-25,2026-02-27,1015,LV,50,44,https://johnzogbystrategies.com/presidents-approval-up-3-points-post-state-of-the-union-now-47-approve-50-disapprove-americans-split-even-on-his-iran-policy/,6,NA,-4.455390684504579,8.987005116373467e-5
iran,YouGov,NA,2026-02-28,2026-02-28,1654,A,35,50,https://yougov.com/en-us/daily-results/20260228-e3449-4,-15,NA,-17.61227487063094,6.420025944675046e-5
foreign_policy,Morning Consult,NA,2026-02-28,2026-02-28,1618,RV,43,52,https://morningconsult.com/articles/trump-iran-strikes-poll,-9,NA,-23.874372688004748,4.306743257152736e-5
economy,The Public Sentiment Institute,NA,2026-02-28,2026-02-28,316,RV,39.6,57,https://tpsiofficial.substack.com/p/what-america-is-actually-thinking,-17.4,NA,-17.680733102156047,2.340996042924646e-5
immigration,The Public Sentiment Institute,NA,2026-02-28,2026-02-28,316,RV,45.6,47.8,https://tpsiofficial.substack.com/p/what-america-is-actually-thinking,-2.2,NA,-2.4807331021560444,2.340996042924646e-5
crime,The Public Sentiment Institute,NA,2026-02-28,2026-02-28,316,RV,39.1,48.8,https://tpsiofficial.substack.com/p/what-america-is-actually-thinking,-9.7,NA,-9.980733102156044,2.340996042924646e-5
foreign_policy,The Public Sentiment Institute,NA,2026-02-28,2026-02-28,316,RV,38.5,55.1,https://tpsiofficial.substack.com/p/what-america-is-actually-thinking,-16.6,NA,-16.88073310215605,2.340996042924646e-5
healthcare,The Public Sentiment Institute,NA,2026-02-28,2026-02-28,316,RV,31.2,62.6,https://tpsiofficial.substack.com/p/what-america-is-actually-thinking,-31.4,NA,-31.680733102156047,2.340996042924646e-5
economy,Ipsos,Reuters,2026-02-28,2026-03-01,1282,A,35,59,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Iran%20Airstrike%20Topline%203.1.2026.pdf,-24,NA,-22.23404897675124,6.855786906177288e-5
immigration,Ipsos,Reuters,2026-02-28,2026-03-01,1282,A,39,56,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Iran%20Airstrike%20Topline%203.1.2026.pdf,-17,NA,-15.23404897675124,6.855786906177288e-5
inflation,Ipsos,Reuters,2026-02-28,2026-03-01,1282,A,29,65,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Iran%20Airstrike%20Topline%203.1.2026.pdf,-36,NA,-34.23404897675124,6.855786906177288e-5
crime,Ipsos,Reuters,2026-02-28,2026-03-01,1282,A,39,51,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Iran%20Airstrike%20Topline%203.1.2026.pdf,-12,NA,-10.23404897675124,6.855786906177288e-5
foreign_policy,Ipsos,Reuters,2026-02-28,2026-03-01,1282,A,35,56,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-03/Reuters%20Ipsos%20Iran%20Airstrike%20Topline%203.1.2026.pdf,-21,NA,-19.23404897675124,6.855786906177288e-5
healthcare,YouGov,The Economist,2026-02-27,2026-03-02,1515,A,33,59,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,-26,NA,-28.61227487063094,7.16377626294825e-5
economy,YouGov,The Economist,2026-02-27,2026-03-02,1515,A,37,58,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,-21,NA,-23.61227487063094,7.16377626294825e-5
inflation,YouGov,The Economist,2026-02-27,2026-03-02,1515,A,31,63,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,-32,NA,-34.61227487063094,7.16377626294825e-5
foreign_policy,Beacon Research/Shaw & Co. Research,FOX News,2026-02-28,2026-03-02,1004,RV,40,60,https://static.foxnews.com/foxnews.com/content/uploads/2026/03/fox_feb.-28-mar.-2-2026_national_topline_march-3-release.pdf,-20,NA,-18.529656604297095,1.921683141963352e-4
iran,Hart Research Associates/Public Opinion Strategies,NBC News,2026-02-27,2026-03-03,1000,RV,41,54,https://www.nbcnews.com/politics/trump-administration/poll-majority-voters-disapproves-trump-handled-iran-rcna261564,-13,NA,-17.118179814314367,1.9529326239851286e-4
immigration,Hart Research Associates/Public Opinion Strategies,NBC News,2026-02-27,2026-03-03,1000,RV,44,54,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,-10,NA,-14.118179814314367,1.9529326239851286e-4
foreign_policy,Hart Research Associates/Public Opinion Strategies,NBC News,2026-02-27,2026-03-03,1000,RV,43,54,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,-11,NA,-15.118179814314367,1.9529326239851286e-4
inflation,Hart Research Associates/Public Opinion Strategies,NBC News,2026-02-27,2026-03-03,1000,RV,36,62,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,-26,NA,-30.118179814314367,1.9529326239851286e-4
iran,RMG Research,Napolitan News Service,2026-03-02,2026-03-03,1000,RV,42,49,https://napolitannews.org/posts/support-for-iran-unchanged-optimism-lowers,-7,NA,-15.56947401064064,8.207891089281437e-5
immigration,Quantus Insights,NA,2026-03-02,2026-03-03,1624,LV,45.4,53.7,https://quantusinsights.org/f/latest-survey-the-hardening-of-american-opinion,-8.3,NA,-13.675201995191273,8.625306279224176e-5
inflation,Quantus Insights,NA,2026-03-02,2026-03-03,1624,LV,40.4,54.6,https://quantusinsights.org/f/latest-survey-the-hardening-of-american-opinion,-14.2,NA,-19.57520199519127,8.625306279224176e-5
crime,Quantus Insights,NA,2026-03-02,2026-03-03,1624,LV,45.5,51.2,https://quantusinsights.org/f/latest-survey-the-hardening-of-american-opinion,-5.7,NA,-11.075201995191279,8.625306279224176e-5
economy,Marist College,NPR | PBS News,2026-03-02,2026-03-04,1591,A,35,58,https://maristpoll.marist.edu/polls/election-security-march-2026/,-23,NA,-18.800608994888094,5.450614167873261e-4
immigration,Marist College,NPR | PBS News,2026-03-02,2026-03-04,1591,A,40,57,https://maristpoll.marist.edu/polls/election-security-march-2026/,-17,NA,-12.800608994888094,5.450614167873261e-4
iran,RMG Research,Napolitan News Service,2026-03-04,2026-03-04,1000,RV,46,50,https://napolitannews.org/posts/views-on-iran-remain-largely-unmoved-though-opposition-creeps-up,-4,NA,-12.56947401064064,8.862676933297024e-5
trade_tariffs,Angus Reid Global,NA,2026-03-02,2026-03-05,1529,A,30,57,https://angusreid.org/tariffs-trade-trump-maga-canada-uscma-nafta-carney/,-27,NA,-38.556215186110705,4.699061337698089e-4
inflation,Angus Reid Global,NA,2026-03-02,2026-03-05,1529,A,40,45,https://angusreid.org/tariffs-trade-trump-maga-canada-uscma-nafta-carney/,-5,NA,-16.55621518611072,4.699061337698089e-4
healthcare,Angus Reid Global,NA,2026-03-02,2026-03-05,1529,A,41,43,https://angusreid.org/tariffs-trade-trump-maga-canada-uscma-nafta-carney/,-2,NA,-13.55621518611072,4.699061337698089e-4
economy,OH Predictive Insights,The Center Square,2026-03-02,2026-03-05,2659,RV,45,52,https://www.thecentersquare.com/national/article_c3795c17-be14-4566-a625-eb38b4ffc1bf.html,-7,NA,-13.116942134856338,0.0010385977183306385
inflation,Clarity Campaign Labs,NA,2026-02-26,2026-03-07,1004,LV,35,58,https://www.claritycampaigns.com/clarity-omnibus-2026-mar,-23,NA,-28.31383054471864,3.15585963231368e-4
healthcare,Clarity Campaign Labs,NA,2026-02-26,2026-03-07,1004,LV,37,55,https://www.claritycampaigns.com/clarity-omnibus-2026-mar,-18,NA,-23.31383054471864,3.15585963231368e-4
economy,Clarity Campaign Labs,NA,2026-02-26,2026-03-07,1004,LV,42,52,https://www.claritycampaigns.com/clarity-omnibus-2026-mar,-10,NA,-15.313830544718641,3.15585963231368e-4
immigration,Clarity Campaign Labs,NA,2026-02-26,2026-03-07,1004,LV,45,49,https://www.claritycampaigns.com/clarity-omnibus-2026-mar,-4,NA,-9.313830544718641,3.15585963231368e-4
immigration,Morning Consult,NA,2026-03-06,2026-03-08,2202,RV,48,46,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2,NA,-12.874372688004748,9.737139463071366e-5
foreign_policy,Morning Consult,NA,2026-03-06,2026-03-08,2202,RV,45,47,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-2,NA,-16.874372688004748,9.737139463071366e-5
trade_tariffs,Morning Consult,NA,2026-03-06,2026-03-08,2202,RV,44,47,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-3,NA,-17.874372688004748,9.737139463071366e-5
economy,Morning Consult,NA,2026-03-06,2026-03-08,2202,RV,43,50,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-7,NA,-21.874372688004748,9.737139463071366e-5
healthcare,Morning Consult,NA,2026-03-06,2026-03-08,2202,RV,41,51,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-10,NA,-24.874372688004748,9.737139463071366e-5
foreign_policy,Quinnipiac University,NA,2026-03-06,2026-03-08,1002,RV,40,57,https://poll.qu.edu/poll-release?releaseid=3952,-17,NA,-16.977938514712058,2.772614148585515e-4
economy,Quinnipiac University,NA,2026-03-06,2026-03-08,1002,RV,39,58,https://poll.qu.edu/poll-release?releaseid=3952,-19,NA,-18.977938514712058,2.772614148585515e-4
iran,Quinnipiac University,NA,2026-03-06,2026-03-08,1002,RV,38,57,https://poll.qu.edu/poll-release?releaseid=3952,-19,NA,-18.977938514712058,2.772614148585515e-4
economy,YouGov,The Economist,2026-03-06,2026-03-09,1563,A,37,58,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf,-21,NA,-23.61227487063094,1.267665300460522e-4
inflation,YouGov,The Economist,2026-03-06,2026-03-09,1563,A,33,62,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf,-29,NA,-31.612274870630948,1.267665300460522e-4
