issue,pollster,start_date,end_date,sample_size,population,approve,disapprove,net,url,sponsor,mode,tracking,wording_notes,partisan,other_notes
climate_change,RMG Research,11/19/2025,11/20/2025,1000,RV,38,52,-14,https://napolitannews.org/posts/on-voters039-top-issues-trump-ratings-slip-to-new-lows,Napolitan News Service,Online Opt-In Panel,FALSE,NA,NA,NA
abortion,RMG Research,11/19/2025,11/20/2025,1000,RV,38,55,-17,https://napolitannews.org/posts/on-voters039-top-issues-trump-ratings-slip-to-new-lows,Napolitan News Service,Online Opt-In Panel,FALSE,NA,NA,NA
economy,RMG Research,11/19/2025,11/20/2025,1000,RV,39,60,-21,https://napolitannews.org/posts/on-voters039-top-issues-trump-ratings-slip-to-new-lows,Napolitan News Service,Online Opt-In Panel,FALSE,NA,NA,NA
healthcare,RMG Research,11/19/2025,11/20/2025,1000,RV,38,59,-21,https://napolitannews.org/posts/on-voters039-top-issues-trump-ratings-slip-to-new-lows,Napolitan News Service,Online Opt-In Panel,FALSE,NA,NA,NA
inflation,RMG Research,11/19/2025,11/20/2025,1000,RV,36,63,-27,https://napolitannews.org/posts/on-voters039-top-issues-trump-ratings-slip-to-new-lows,Napolitan News Service,Online Opt-In Panel,FALSE,NA,NA,NA
immigration,Morning Consult,11/26/2025,11/30/2025,2200,RV,51,41,10,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Morning Consult,11/26/2025,11/30/2025,2200,RV,45,47,-2,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,11/26/2025,11/30/2025,2200,RV,46,45,1,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
inflation,YouGov,11/28/2025,12/01/2025,1628,A,32,59,-27,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_szm0BQt.pdf,The Economist,Online Matched Sample,FALSE,Affordability,NA,NA
civil_rights,YouGov,11/28/2025,12/01/2025,1628,A,36,51,-15,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_szm0BQt.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
guns,YouGov,11/28/2025,12/01/2025,1628,A,37,46,-9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_szm0BQt.pdf,The Economist,Online Matched Sample,FALSE,Gun control,NA,NA
crime,Harris Insights & Analytics,12/02/2025,12/04/2025,2204,RV,51,44,7,https://harvardharrispoll.com/key-results-december-3/,Harvard CAPS,Online Opt-In Panel,FALSE,Fighting crime in America's cities,NA,NA
immigration,Harris Insights & Analytics,12/02/2025,12/04/2025,2204,RV,50,47,3,https://harvardharrispoll.com/key-results-december-3/,Harvard CAPS,Online Opt-In Panel,FALSE,NA,NA,NA
govt_management,Harris Insights & Analytics,12/02/2025,12/04/2025,2204,RV,45,49,-4,https://harvardharrispoll.com/key-results-december-3/,Harvard CAPS,Online Opt-In Panel,FALSE,Administering the government,NA,NA
foreign_policy,Harris Insights & Analytics,12/02/2025,12/04/2025,2204,RV,45,47,-2,https://harvardharrispoll.com/key-results-december-3/,Harvard CAPS,Online Opt-In Panel,FALSE,Foreign affairs,NA,NA
economy,Harris Insights & Analytics,12/02/2025,12/04/2025,2204,RV,44,52,-8,https://harvardharrispoll.com/key-results-december-3/,Harvard CAPS,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Harris Insights & Analytics,12/02/2025,12/04/2025,2204,RV,42,52,-10,https://harvardharrispoll.com/key-results-december-3/,Harvard CAPS,Online Opt-In Panel,FALSE,Tariffs and trade policy,NA,NA
inflation,Harris Insights & Analytics,12/02/2025,12/04/2025,2204,RV,40,55,-15,https://harvardharrispoll.com/key-results-december-3/,Harvard CAPS,Online Opt-In Panel,FALSE,NA,NA,NA
economy,YouGov,12/05/2025,12/08/2025,1530,A,37,57,-20,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qLhWxpK.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,12/05/2025,12/08/2025,1530,A,33,60,-27,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qLhWxpK.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
taxes,YouGov,12/05/2025,12/08/2025,1530,A,38,52,-14,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qLhWxpK.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
govt_spending,YouGov,12/05/2025,12/08/2025,1530,A,36,57,-21,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qLhWxpK.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
military,YouGov,12/05/2025,12/08/2025,1530,A,41,50,-9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qLhWxpK.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
economy,Ipsos,12/03/2025,12/08/2025,4434,A,36,52,-16,https://www.reuters.com/world/trump-approval-rating-rises-republicans-back-cost-of-living-efforts-2025-12-09/,Reuters,Probability Panel,FALSE,NA,NA,NA
immigration,Ipsos,12/03/2025,12/08/2025,4434,A,42,47,-5,https://www.reuters.com/world/trump-approval-rating-rises-republicans-back-cost-of-living-efforts-2025-12-09/,Reuters,Probability Panel,FALSE,NA,NA,NA
immigration,Morning Consult,12/05/2025,12/07/2025,2201,RV,50,43,7,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Morning Consult,12/05/2025,12/07/2025,2201,RV,44,48,-4,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,12/05/2025,12/07/2025,2201,RV,44,46,-2,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
immigration,John Zogby Strategies,12/05/2025,12/07/2025,1000,LV,50,45,5,https://johnzogbystrategies.com/outlook-2026-is-the-president-bleeding-independents/,NA,Online Opt-In Panel,FALSE,NA,NA,NA
crime,John Zogby Strategies,12/05/2025,12/07/2025,1000,LV,49,44,5,https://johnzogbystrategies.com/outlook-2026-is-the-president-bleeding-independents/,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,John Zogby Strategies,12/05/2025,12/07/2025,1000,LV,43,52,-9,https://johnzogbystrategies.com/outlook-2026-is-the-president-bleeding-independents/,NA,Online Opt-In Panel,FALSE,NA,NA,NA
diplomacy,John Zogby Strategies,12/05/2025,12/07/2025,1000,LV,43,49,-6,https://johnzogbystrategies.com/outlook-2026-is-the-president-bleeding-independents/,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Global Strategy Group/GBAO (Navigator Research),12/04/2025,12/08/2025,1000,RV,42,55,-13,https://navigatorresearch.org/wp-content/uploads/2025/12/Navigator-Topline-F12.08.25.pdf,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,AP-NORC,12/04/2025,12/08/2025,1146,A,31,67,-36,https://apnorc.org/wp-content/uploads/2025/12/AP-NORC-December-2025-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
immigration,AP-NORC,12/04/2025,12/08/2025,1146,A,38,60,-22,https://apnorc.org/wp-content/uploads/2025/12/AP-NORC-December-2025-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
govt_management,AP-NORC,12/04/2025,12/08/2025,1146,A,35,63,-28,https://apnorc.org/wp-content/uploads/2025/12/AP-NORC-December-2025-Topline-Trump.pdf,NA,Probability Panel,FALSE,Managing the federal government,NA,NA
healthcare,AP-NORC,12/04/2025,12/08/2025,1146,A,29,69,-40,https://apnorc.org/wp-content/uploads/2025/12/AP-NORC-December-2025-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
foreign_policy,AP-NORC,12/04/2025,12/08/2025,1146,A,37,60,-23,https://apnorc.org/wp-content/uploads/2025/12/AP-NORC-December-2025-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
crime,AP-NORC,12/04/2025,12/08/2025,1146,A,43,55,-12,https://apnorc.org/wp-content/uploads/2025/12/AP-NORC-December-2025-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
border_security,AP-NORC,12/04/2025,12/08/2025,1146,A,50,48,2,https://apnorc.org/wp-content/uploads/2025/12/AP-NORC-December-2025-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
trade_tariffs,AP-NORC,12/04/2025,12/08/2025,1146,A,37,61,-24,https://apnorc.org/wp-content/uploads/2025/12/AP-NORC-December-2025-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
border_security,Beacon Research/Shaw & Co. Research,12/12/2025,12/15/2025,1001,RV,51,49,2,https://static.foxnews.com/foxnews.com/content/uploads/2025/12/fox_december-12-15-2025_national_topline_december-17-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
crime,Beacon Research/Shaw & Co. Research,12/12/2025,12/15/2025,1001,RV,47,52,-5,https://static.foxnews.com/foxnews.com/content/uploads/2025/12/fox_december-12-15-2025_national_topline_december-17-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,Crime and public safety,NA,NA
immigration,Beacon Research/Shaw & Co. Research,12/12/2025,12/15/2025,1001,RV,45,55,-10,https://static.foxnews.com/foxnews.com/content/uploads/2025/12/fox_december-12-15-2025_national_topline_december-17-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
foreign_policy,Beacon Research/Shaw & Co. Research,12/12/2025,12/15/2025,1001,RV,42,57,-15,https://static.foxnews.com/foxnews.com/content/uploads/2025/12/fox_december-12-15-2025_national_topline_december-17-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
economy,Beacon Research/Shaw & Co. Research,12/12/2025,12/15/2025,1001,RV,39,61,-22,https://static.foxnews.com/foxnews.com/content/uploads/2025/12/fox_december-12-15-2025_national_topline_december-17-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
healthcare,Beacon Research/Shaw & Co. Research,12/12/2025,12/15/2025,1001,RV,37,62,-25,https://static.foxnews.com/foxnews.com/content/uploads/2025/12/fox_december-12-15-2025_national_topline_december-17-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
govt_spending,Beacon Research/Shaw & Co. Research,12/12/2025,12/15/2025,1001,RV,37,62,-25,https://static.foxnews.com/foxnews.com/content/uploads/2025/12/fox_december-12-15-2025_national_topline_december-17-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
trade_tariffs,Beacon Research/Shaw & Co. Research,12/12/2025,12/15/2025,1001,RV,36,64,-28,https://static.foxnews.com/foxnews.com/content/uploads/2025/12/fox_december-12-15-2025_national_topline_december-17-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,Tariffs,NA,NA
economy,Hart Research Associates/Public Opinion Strategies,12/04/2025,12/08/2025,1000,A,43,54,-11,https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2025/12/16/TOPLINES_250313_CNBC_AAES_Q4_2025_new.pdf,NBC News,NA,FALSE,NA,NA,NA
deportations,Hart Research Associates/Public Opinion Strategies,12/04/2025,12/08/2025,1000,A,46,52,-6,https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2025/12/16/TOPLINES_250313_CNBC_AAES_Q4_2025_new.pdf,NBC News,NA,FALSE,Deporting illegal immigrants,NA,NA
trade_tariffs,Hart Research Associates/Public Opinion Strategies,12/04/2025,12/08/2025,1000,A,41,56,-15,https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2025/12/16/TOPLINES_250313_CNBC_AAES_Q4_2025_new.pdf,NBC News,NA,FALSE,Tariffs on goods from other countries,NA,NA
inflation,Hart Research Associates/Public Opinion Strategies,12/04/2025,12/08/2025,1000,A,31,66,-35,https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2025/12/16/TOPLINES_250313_CNBC_AAES_Q4_2025_new.pdf,NBC News,NA,FALSE,Inflation and cost of living,NA,NA
military,Quinnipiac University,12/11/2025,12/15/2025,1035,RV,46,51,-5,https://poll.qu.edu/poll-release?releaseid=3943,NA,Live Phone,FALSE,NA,NA,NA
immigration,Quinnipiac University,12/11/2025,12/15/2025,1035,RV,44,54,-10,https://poll.qu.edu/poll-release?releaseid=3943,NA,Live Phone,FALSE,NA,NA,NA
deportations,Quinnipiac University,12/11/2025,12/15/2025,1035,RV,42,55,-13,https://poll.qu.edu/poll-release?releaseid=3943,NA,Live Phone,FALSE,NA,NA,NA
foreign_policy,Quinnipiac University,12/11/2025,12/15/2025,1035,RV,41,54,-13,https://poll.qu.edu/poll-release?releaseid=3943,NA,Live Phone,FALSE,NA,NA,NA
trade_tariffs,Quinnipiac University,12/11/2025,12/15/2025,1035,RV,40,55,-15,https://poll.qu.edu/poll-release?releaseid=3943,NA,Live Phone,FALSE,NA,NA,NA
economy,Quinnipiac University,12/11/2025,12/15/2025,1035,RV,40,57,-17,https://poll.qu.edu/poll-release?releaseid=3943,NA,Live Phone,FALSE,NA,NA,NA
ukraine,Quinnipiac University,12/11/2025,12/15/2025,1035,RV,35,55,-20,https://poll.qu.edu/poll-release?releaseid=3943,NA,Live Phone,FALSE,the Russia-Ukraine war,NA,NA
healthcare,Quinnipiac University,12/11/2025,12/15/2025,1035,RV,34,59,-25,https://poll.qu.edu/poll-release?releaseid=3943,NA,Live Phone,FALSE,NA,NA,NA
epstein_files,Quinnipiac University,12/11/2025,12/15/2025,1035,RV,26,65,-39,https://poll.qu.edu/poll-release?releaseid=3943,NA,Live Phone,FALSE,NA,NA,NA
immigration,AtlasIntel,12/15/2025,12/19/2025,2315,A,41,57,-16,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
defense,AtlasIntel,12/15/2025,12/19/2025,2315,A,40,56,-16,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
democracy,AtlasIntel,12/15/2025,12/19/2025,2315,A,38,59,-21,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,Safeguarding democracy,NA,Excellent/good vs poor/terrible
foreign_policy,AtlasIntel,12/15/2025,12/19/2025,2315,A,36,58,-22,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
trade_tariffs,AtlasIntel,12/15/2025,12/19/2025,2315,A,35,61,-26,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
energy,AtlasIntel,12/15/2025,12/19/2025,2315,A,37,57,-20,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
govt_management,AtlasIntel,12/15/2025,12/19/2025,2315,A,34,61,-27,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,Government efficiency,NA,Excellent/good vs poor/terrible
inequality,AtlasIntel,12/15/2025,12/19/2025,2315,A,37,59,-22,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,Inequality & social policy,NA,Excellent/good vs poor/terrible
taxes,AtlasIntel,12/15/2025,12/19/2025,2315,A,34,58,-24,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
economy,AtlasIntel,12/15/2025,12/19/2025,2315,A,35,60,-25,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,US economy & jobs,NA,Excellent/good vs poor/terrible
education,AtlasIntel,12/15/2025,12/19/2025,2315,A,34,60,-26,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
corruption,AtlasIntel,12/15/2025,12/19/2025,2315,A,32,63,-31,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
environment,AtlasIntel,12/15/2025,12/19/2025,2315,A,32,61,-29,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
national_debt,AtlasIntel,12/15/2025,12/19/2025,2315,A,28,64,-36,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,Deficit & national debt,NA,Excellent/good vs poor/terrible
agriculture,AtlasIntel,12/15/2025,12/19/2025,2315,A,29,60,-31,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
healthcare,AtlasIntel,12/15/2025,12/19/2025,2315,A,29,64,-35,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,NA,NA,Excellent/good vs poor/terrible
israel_palestine,AtlasIntel,12/15/2025,12/19/2025,2315,A,38,56,-18,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,Israeli-Palestinian conflict,NA,Excellent/good vs poor/terrible
middle_east,AtlasIntel,12/15/2025,12/19/2025,2315,A,40,54,-14,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,Relationship with Arab states & Middle East policy,NA,Excellent/good vs poor/terrible
latin_america,AtlasIntel,12/15/2025,12/19/2025,2315,A,38,57,-19,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,Latin America - US relations,NA,Excellent/good vs poor/terrible
china,AtlasIntel,12/15/2025,12/19/2025,2315,A,36,57,-21,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,China - US competition,NA,Excellent/good vs poor/terrible
ukraine,AtlasIntel,12/15/2025,12/19/2025,2315,A,33,58,-25,https://www.atlasintel.org/poll/usa-national-2025-12-19,NA,Online Ad,FALSE,War in Ukraine,NA,Excellent/good vs poor/terrible
economy,Ipsos,12/12/2025,12/15/2025,1016,A,33,58,-25,https://www.reuters.com/world/us/trumps-approval-rating-slips-39-economy-weighs-reutersipsos-poll-finds-2025-12-16/,Reuters,Probability Panel,FALSE,NA,NA,NA
immigration,Ipsos,12/12/2025,12/15/2025,1016,A,41,52,-11,https://www.reuters.com/world/us/trumps-approval-rating-slips-39-economy-weighs-reutersipsos-poll-finds-2025-12-16/,Reuters,Probability Panel,FALSE,NA,NA,NA
inflation,Clarity Campaign Labs,12/04/2025,12/11/2025,1000,RV,33,62,-29,https://www.claritycampaigns.com/clarity-omnibus-dec-2025,NA,Online Opt-In Panel,FALSE,Inflation and prices,NA,NA
epstein_files,Clarity Campaign Labs,12/04/2025,12/11/2025,1000,RV,31,54,-23,https://www.claritycampaigns.com/clarity-omnibus-dec-2025,NA,Online Opt-In Panel,FALSE,The Jeffrey Epstein investigation,NA,NA
healthcare,Clarity Campaign Labs,12/04/2025,12/11/2025,1000,RV,36,58,-22,https://www.claritycampaigns.com/clarity-omnibus-dec-2025,NA,Online Opt-In Panel,FALSE,NA,NA,NA
ukraine,Clarity Campaign Labs,12/04/2025,12/11/2025,1000,RV,34,53,-19,https://www.claritycampaigns.com/clarity-omnibus-dec-2025,NA,Online Opt-In Panel,FALSE,Russia/Ukraine conflict,NA,NA
economy,Clarity Campaign Labs,12/04/2025,12/11/2025,1000,RV,40,54,-14,https://www.claritycampaigns.com/clarity-omnibus-dec-2025,NA,Online Opt-In Panel,FALSE,Economy and jobs,NA,NA
immigration,Clarity Campaign Labs,12/04/2025,12/11/2025,1000,RV,44,50,-6,https://www.claritycampaigns.com/clarity-omnibus-dec-2025,NA,Online Opt-In Panel,FALSE,NA,NA,NA
national_security,Clarity Campaign Labs,12/04/2025,12/11/2025,1000,RV,48,43,5,https://www.claritycampaigns.com/clarity-omnibus-dec-2025,NA,Online Opt-In Panel,FALSE,NA,NA,NA
crime,YouGov,12/12/2025,12/15/2025,1632,A,46,47,-1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FJyfDu9.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,12/12/2025,12/15/2025,1632,A,45,50,-5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FJyfDu9.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
race_relations,YouGov,12/12/2025,12/15/2025,1632,A,35,50,-15,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FJyfDu9.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,12/12/2025,12/15/2025,1632,A,33,61,-28,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FJyfDu9.pdf,The Economist,Online Matched Sample,FALSE,Inflation/prices,NA,NA
national_security,YouGov,12/12/2025,12/15/2025,1632,A,45,46,-1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FJyfDu9.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
immigration,Morning Consult,12/12/2025,12/15/2025,2201,RV,47,45,2,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Morning Consult,12/12/2025,12/15/2025,2201,RV,43,49,-6,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,12/12/2025,12/15/2025,2201,RV,44,45,-1,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Echelon Insights,12/11/2025,12/15/2025,1011,LV,41,57,-16,https://echelonin.wpenginepowered.com/wp-content/uploads/December-2025-Omnibus-Topline-External.pdf,NA,Online Opt-In Panel,FALSE,NA,NA,NA
immigration,Echelon Insights,12/11/2025,12/15/2025,1011,LV,47,52,-5,https://echelonin.wpenginepowered.com/wp-content/uploads/December-2025-Omnibus-Topline-External.pdf,NA,Online Opt-In Panel,FALSE,NA,NA,NA
foreign_policy,Echelon Insights,12/11/2025,12/15/2025,1011,LV,45,53,-8,https://echelonin.wpenginepowered.com/wp-content/uploads/December-2025-Omnibus-Topline-External.pdf,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,YouGov,12/17/2025,12/19/2025,2300,A,37,63,-26,https://www.cbsnews.com/news/opinion-poll-cost-of-living-trump/,CBS News,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,12/17/2025,12/19/2025,2300,A,34,66,-32,https://www.cbsnews.com/news/opinion-poll-cost-of-living-trump/,CBS News,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,12/17/2025,12/19/2025,2300,A,46,54,-8,https://www.cbsnews.com/news/opinion-poll-cost-of-living-trump/,CBS News,Online Matched Sample,FALSE,NA,NA,NA
economy,American Research Group,12/17/2025,12/20/2025,1100,A,33,64,-31,https://americanresearchgroup.com/economy/,NA,Live Phone,FALSE,NA,NA,NA
economy,YouGov,12/20/2025,12/22/2025,1592,A,38,55,-17,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nBgFw7w.pdf,The Economist,Online Matched Sample,FALSE,Jobs and the economy,NA,NA
military,YouGov,12/20/2025,12/22/2025,1592,A,43,49,-6,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nBgFw7w.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,12/20/2025,12/22/2025,1592,A,44,50,-6,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nBgFw7w.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
trade_tariffs,YouGov,12/20/2025,12/22/2025,1592,A,36,56,-20,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nBgFw7w.pdf,The Economist,Online Matched Sample,FALSE,Tariffs,NA,NA
foreign_policy,YouGov,12/20/2025,12/22/2025,1592,A,39,52,-13,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nBgFw7w.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
economy,Morning Consult,12/19/2025,12/21/2025,2203,RV,43,49,-6,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
immigration,Morning Consult,12/19/2025,12/21/2025,2203,RV,50,43,7,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,12/19/2025,12/21/2025,2203,RV,45,46,-1,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
education,YouGov,12/26/2026,12/29/2025,1550,A,37,49,-12,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_h1aYmmb.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
abortion,YouGov,12/26/2026,12/29/2025,1550,A,34,48,-14,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_h1aYmmb.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
environment,YouGov,12/26/2026,12/29/2025,1550,A,34,49,-15,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_h1aYmmb.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
healthcare,YouGov,12/26/2026,12/29/2025,1550,A,33,57,-24,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_h1aYmmb.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
epstein_files,YouGov,12/26/2026,12/29/2025,1550,A,24,54,-30,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_h1aYmmb.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
military,YouGov,01/04/2026,01/04/2026,2050,A,39,51,-12,https://today.yougov.com/topics/politics/survey-results/daily/2026/01/04/33091/4,NA,Online Matched Sample,FALSE,NA,NA,NA
venezuela,YouGov,01/04/2026,01/04/2026,991,A,39,46,-7,https://today.yougov.com/topics/politics/survey-results/daily/2026/01/04/5cbcd/3,NA,Online Matched Sample,FALSE,NA,NA,NA
economy,YouGov,01/02/2026,01/05/2026,1551,A,36,57,-21,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aY8mpiN.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,01/02/2026,01/05/2026,1551,A,32,59,-27,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aY8mpiN.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
taxes,YouGov,01/02/2026,01/05/2026,1551,A,36,52,-16,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aY8mpiN.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
govt_spending,YouGov,01/02/2026,01/05/2026,1551,A,34,58,-24,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aY8mpiN.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
epstein_files,YouGov,01/02/2026,01/05/2026,1551,A,25,56,-31,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aY8mpiN.pdf,The Economist,Online Matched Sample,FALSE,Investigation of Jeffrey Epstein,NA,NA
immigration,Morning Consult,01/02/2026,01/04/2026,2201,RV,48,44,4,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
